partner_id,earnings_weekly,trip_count_monthly,avg_rating_last_90_days,cancellation_rate,zone,job_type,age,gender,rent_paid_last_12_months,utility_paid_last_12,app_logins_last_30_days,complaints_last_6_months,outstanding_loans
GIG233,8651.5,121,4.6,0.01250862592107592,Urban,Ride-sharing,56,Female,8,9,28,0,72889.62127062549
GIG234,5569.2,119,4.82,0.2578508655003953,Semi-Urban,Delivery,32,Male,10,10,27,0,44858.2454692468
GIG235,4559.561831738204,98,4.91,0.047181197154131035,Urban,Freelancer,32,Male,12,11,31,0,41626.52279938344
GIG236,6814.08,112,5.0,0.09262700223198488,Urban,Delivery,37,Female,12,11,35,0,50375.895001798235
GIG237,6002.1,114,5.0,0.032368365215575755,Urban,Delivery,52,Male,8,12,31,0,40072.063585419455
GIG238,9435.58346169149,135,4.32,0.273323253433483,Semi-Urban,Freelancer,59,Female,10,12,27,0,86344.0516425717
GIG239,8373.300000000001,113,4.82,0.042575315734002375,Urban,Ride-sharing,28,Female,10,10,23,0,60765.524436610845
GIG240,6668.434698240583,132,4.56,0.33623084872376946,Rural,Freelancer,38,Male,10,12,21,0,89307.04787985828
GIG241,6350.400000000001,126,4.9,0.12931318512768533,Semi-Urban,Delivery,26,Female,11,11,24,0,52051.37237894494
GIG242,5655.587213008346,114,5.0,0.06236859484497835,Rural,Freelancer,58,Female,10,10,27,1,70101.61238244965
GIG243,4185.6,109,4.88,0.07142944871287617,Rural,Ride-sharing,42,Male,10,12,40,0,42883.35980783692
GIG244,5686.2,117,4.88,0.09638141802953687,Semi-Urban,Delivery,50,Female,10,10,41,0,40376.67324863954
GIG245,5372.64,112,4.82,0.09256808685600779,Urban,Delivery,49,Female,8,10,19,0,48363.05769804433
GIG246,7935.2,109,4.72,0.0879236505911841,Urban,Ride-sharing,49,Male,8,11,36,0,69050.0711884184
GIG247,6619.860000000001,138,4.94,0.012737928458096761,Urban,Delivery,28,Male,11,12,25,0,48081.02717038526
GIG248,8386.56,128,4.41,0.1863977656092554,Urban,Delivery,55,Female,12,10,37,1,67279.0358733108
GIG249,8263.59536922833,129,4.72,0.07736933533867854,Urban,Freelancer,23,Female,8,11,22,1,77236.8405589875
GIG250,8897.2,116,4.45,0.107011718570389,Urban,Ride-sharing,41,Male,9,11,33,1,66258.63041154589
GIG251,8994.9049623945,121,4.84,0.19104857138021716,Urban,Freelancer,53,Female,9,12,30,0,93894.90979524658
GIG252,3870.4,118,5.0,0.11906754324908633,Rural,Ride-sharing,34,Female,8,12,33,0,33354.97204537846
GIG253,11476.62287175885,146,4.84,0.1430956522610778,Urban,Freelancer,52,Male,9,9,30,0,129562.73206756017
GIG254,8840.360307057475,124,4.79,0.08217064074575897,Urban,Freelancer,22,Male,9,10,33,0,94932.61049266605
GIG255,6296.400000000001,132,4.76,0.17333231449787442,Semi-Urban,Delivery,31,Female,12,11,25,0,55935.55070384249
GIG256,4726.8,101,4.7,0.15384960209599996,Urban,Delivery,44,Female,8,9,25,0,38513.836164195636
GIG257,6381.6184348975,114,4.77,0.10748773562650961,Urban,Freelancer,36,Male,11,9,27,0,79065.30288528294
GIG258,5067.360000000001,138,4.57,0.1060791143964233,Rural,Delivery,47,Female,9,11,32,0,46429.47092246185
GIG259,5704.0,124,4.68,0.1403019579167875,Semi-Urban,Ride-sharing,35,Male,9,9,30,1,41211.20760028116
GIG260,6930.0,126,5.0,0.003415770548841476,Semi-Urban,Ride-sharing,31,Female,11,10,23,0,59877.5198370703
GIG261,5176.084694433974,120,4.45,0.1500663953311495,Urban,Freelancer,55,Male,10,10,25,0,62767.4737667739
GIG262,7078.5,121,4.97,0.04112231936865363,Urban,Ride-sharing,34,Male,9,12,34,0,51888.92622435777
GIG263,5186.7,113,4.91,0.13255302158081927,Semi-Urban,Delivery,53,Male,8,12,31,0,37322.03462979714
GIG264,5203.0,121,4.57,0.16599043638363284,Semi-Urban,Ride-sharing,30,Female,11,9,33,0,31746.56114391431
GIG265,7578.09,127,4.79,0.15724261171741333,Urban,Delivery,58,Female,10,10,33,0,58911.83463959224
GIG266,7567.5599999999995,132,4.91,0.02339489270801995,Urban,Delivery,52,Male,11,12,36,0,66428.20362384792
GIG267,9929.4,134,4.86,0.10326594352113802,Urban,Ride-sharing,37,Male,9,11,32,0,75791.93792839911
GIG268,5663.97,103,4.21,0.37532786888733183,Urban,Delivery,38,Male,10,9,25,0,47117.867982004405
GIG269,5000.8,133,4.65,0.13205127422190277,Rural,Ride-sharing,47,Male,10,10,34,0,47508.66773518779
GIG270,3924.0,109,4.59,0.19167779537513208,Semi-Urban,Delivery,26,Female,12,12,26,0,33384.21931678341
GIG271,5749.38,117,4.66,0.13042954736176687,Urban,Delivery,44,Male,9,10,26,0,48972.49448819629
GIG272,6993.09,139,5.0,0.048735726953863585,Urban,Delivery,57,Male,12,9,25,0,63738.66592248447
GIG273,4556.160000000001,113,5.0,0.023794689772053974,Rural,Delivery,34,Male,9,9,27,0,47556.06891023662
GIG274,6600.0,120,4.6,0.02448290210443599,Semi-Urban,Ride-sharing,42,Male,11,10,21,0,53230.55434129489
GIG275,8789.025664587329,122,4.93,0.042992394951394716,Urban,Freelancer,23,Female,9,10,23,0,81377.64599312936
GIG276,3941.2799999999997,119,4.95,0.06056904079772004,Rural,Delivery,23,Male,10,9,21,0,37249.30312740034
GIG277,9900.800000000001,136,5.0,0.0390722682459771,Urban,Ride-sharing,59,Male,9,11,44,0,80424.68611851358
GIG278,4132.8,123,5.0,0.042598317286342245,Rural,Ride-sharing,25,Female,11,12,29,0,34870.33468364269
GIG279,5059.666778142307,102,5.0,0.03329461571054776,Rural,Freelancer,28,Male,10,9,25,1,66634.79461985316
GIG280,3976.697156282235,120,4.87,0.09270342395802268,Rural,Freelancer,59,Male,9,9,30,0,42605.83255177927
GIG281,7014.150000000001,109,4.72,0.11749405007472925,Urban,Delivery,20,Male,12,10,37,0,52327.56576591975
GIG282,5985.0,105,4.91,0.07196985568332852,Semi-Urban,Ride-sharing,57,Male,8,12,27,0,52577.8970617759
GIG283,4515.84,128,5.0,0.056909213717327226,Rural,Delivery,57,Male,9,10,29,1,48026.243205780775
GIG284,6844.5,117,4.92,0.058777033120421325,Urban,Ride-sharing,50,Female,9,11,20,0,58828.124493082956
GIG285,5572.8,129,4.55,0.38463206085412943,Semi-Urban,Delivery,23,Male,10,11,35,0,38896.5061209872
GIG286,3629.749057498673,115,4.99,0.05759477787407758,Rural,Freelancer,44,Female,10,11,37,0,54193.71287460378
GIG287,4928.0,112,4.12,0.38620615278389686,Semi-Urban,Ride-sharing,29,Male,11,10,29,0,41452.59598189618
GIG288,8247.2,122,4.73,0.1028696441713383,Urban,Ride-sharing,51,Female,9,12,35,0,67360.60382755591
GIG289,6472.8,124,4.46,0.25577147182710136,Semi-Urban,Delivery,52,Male,9,11,24,0,52176.288639331666
GIG290,5007.874132513102,132,4.71,0.2067386863733391,Semi-Urban,Freelancer,35,Male,11,10,30,1,50633.58892995833
GIG291,8190.0,140,4.57,0.10742465590862332,Urban,Delivery,58,Female,10,11,39,0,70928.60847197547
GIG292,9282.0,140,4.74,0.07599499617895543,Urban,Ride-sharing,29,Male,10,10,33,0,68922.71933471096
GIG293,9581.0,134,4.74,0.18513318298463546,Urban,Ride-sharing,45,Male,9,10,29,0,78202.29095397405
GIG294,5266.275526543252,129,4.92,0.02911471162109749,Rural,Freelancer,57,Male,12,10,24,0,66690.67049498821
GIG295,5662.8,121,4.62,0.05252385959372314,Semi-Urban,Delivery,59,Male,12,9,38,0,39820.39317747445
GIG296,3662.4,109,4.83,0.15450207376518238,Rural,Ride-sharing,28,Female,9,11,36,0,34570.14910221595
GIG297,4655.52,122,5.0,0.10444143155804722,Rural,Delivery,20,Male,12,9,25,0,45724.30100550799
GIG298,5203.8,118,4.55,0.2560690301281789,Semi-Urban,Delivery,53,Male,8,9,42,0,42866.964905698085
GIG299,4300.0,100,5.0,0.026673577066663217,Semi-Urban,Ride-sharing,55,Male,10,10,29,0,30127.04782677105
GIG300,5796.0,126,5.0,0.09867981267102477,Semi-Urban,Ride-sharing,37,Male,8,9,24,0,41047.69745100898
GIG301,6507.139882357257,131,4.58,0.19442382542996306,Urban,Freelancer,39,Male,10,9,43,0,74579.42358224586
GIG302,4914.900000000001,127,4.88,0.09080211496785953,Semi-Urban,Delivery,48,Female,10,11,37,0,43413.21887868632
GIG303,4757.76,112,4.83,0.08227106049563583,Rural,Delivery,39,Female,12,9,30,0,41739.913543765855
GIG304,4773.6,117,5.0,0.048150786831984684,Rural,Ride-sharing,28,Male,9,12,30,0,51955.652356691186
GIG305,4649.400000000001,123,4.37,0.1880568394431855,Semi-Urban,Delivery,44,Female,9,9,38,0,31375.911411200883
GIG306,7280.0,112,4.88,0.2629547886781781,Urban,Ride-sharing,40,Female,8,11,28,0,52383.91913311365
GIG307,5888.0,128,4.44,0.3521745902820768,Semi-Urban,Ride-sharing,48,Male,12,9,29,1,44116.371491827726
GIG308,5997.6,119,4.45,0.20767903551080533,Semi-Urban,Delivery,37,Male,8,11,25,1,42600.77174930545
GIG309,5428.8,116,4.9,0.08310909646879781,Semi-Urban,Delivery,31,Female,10,10,28,0,43026.00213554437
GIG310,6349.2,111,5.0,0.05247615093367179,Urban,Ride-sharing,37,Female,11,11,33,0,48492.18824641582
GIG311,5516.55,115,4.58,0.16106073904240545,Urban,Delivery,34,Male,8,9,32,0,50495.25081464285
GIG312,6959.81558394282,106,4.85,0.12379183293696011,Urban,Freelancer,42,Male,10,9,18,0,77382.17873014517
GIG313,7228.492405706078,121,4.57,0.15870111520233107,Urban,Freelancer,52,Male,8,10,35,0,76158.9886995771
GIG314,5900.400000000001,149,4.77,0.2028128322102061,Semi-Urban,Delivery,24,Female,12,12,30,0,42788.223882495586
GIG315,3797.6000000000004,101,5.0,0.03999887509228851,Rural,Ride-sharing,58,Female,9,11,25,0,40488.627646886984
GIG316,6053.400000000001,118,4.53,0.12381902310899455,Semi-Urban,Delivery,37,Female,12,9,30,0,60826.45767453969
GIG317,3352.32,97,4.86,0.09814141756841241,Rural,Delivery,58,Male,10,12,30,0,26875.25356163988
GIG318,7220.070000000001,121,4.57,0.09299507048094556,Urban,Delivery,49,Male,8,10,29,0,64897.086821446086
GIG319,5788.850187825683,123,4.59,0.07983890480065059,Rural,Freelancer,52,Female,12,10,26,0,84517.46509476613
GIG320,6298.396026770919,120,4.62,0.12779793399558498,Urban,Freelancer,51,Male,10,12,31,0,64202.86775755477
GIG321,6032.0,104,4.77,0.1458455371346309,Semi-Urban,Ride-sharing,21,Female,12,10,24,0,50911.13047447105
GIG322,6174.0,126,4.81,0.10953241638756514,Semi-Urban,Ride-sharing,31,Male,11,12,26,0,36524.3787815093
GIG323,7254.0,124,4.65,0.07795971604103016,Urban,Delivery,54,Male,12,9,30,0,54452.9961862928
GIG324,5040.0,126,4.64,0.08439839619368449,Semi-Urban,Ride-sharing,46,Male,11,9,40,0,43609.68146376538
GIG325,4354.56,112,4.32,0.21498375336273298,Rural,Delivery,27,Male,11,11,32,2,38694.26016683279
GIG326,8746.4,116,4.57,0.18007876013774418,Urban,Ride-sharing,26,Male,12,11,21,0,72908.15849903006
GIG327,6598.8,108,4.53,0.24486771840483612,Urban,Ride-sharing,44,Female,10,11,29,0,57365.64991334695
GIG328,6963.84,124,4.89,0.07251846123716255,Urban,Delivery,31,Female,12,10,28,0,56911.749219731115
GIG329,6476.6,106,4.5,0.2646491396492895,Urban,Ride-sharing,46,Male,12,10,27,1,56981.826880043125
GIG330,5160.6,122,4.85,0.045939532139030265,Semi-Urban,Delivery,27,Male,11,10,26,1,44109.011793000616
GIG331,6210.0,115,4.89,0.29329028635486626,Semi-Urban,Ride-sharing,40,Male,8,9,34,0,53720.180947010354
GIG332,8043.049972592059,125,4.9,0.06191636459152016,Semi-Urban,Freelancer,59,Male,10,12,32,0,80037.32856133491
GIG333,4093.6000000000004,119,4.62,0.10140165689592742,Rural,Ride-sharing,58,Female,9,12,35,0,32012.053957334614
GIG334,8236.800000000001,128,4.51,0.10896458066700886,Urban,Delivery,51,Female,10,10,34,0,65042.47117305903
GIG335,7454.2,122,4.74,0.04781368936590041,Urban,Ride-sharing,46,Female,12,10,37,0,53550.69597932145
GIG336,7469.280000000001,133,4.85,0.03661921152960963,Urban,Delivery,48,Female,9,12,29,0,53859.622543508376
GIG337,5292.0,108,4.86,0.06133354973162393,Semi-Urban,Ride-sharing,37,Male,12,11,22,0,47117.47501045673
GIG338,8058.96,123,4.6,0.20393350860054152,Urban,Delivery,30,Female,12,11,25,1,67994.95043499672
GIG339,7469.1813480737555,115,4.56,0.11528979580507796,Semi-Urban,Freelancer,29,Male,9,12,30,0,79283.175046508
GIG340,7419.743555863017,104,4.62,0.03713562937411168,Urban,Freelancer,37,Male,8,9,45,0,72938.28106187178
GIG341,4680.0,125,4.65,0.1615984479816183,Rural,Delivery,52,Female,11,10,35,0,47805.04528800965
GIG342,5474.0,119,4.44,0.17590358870929992,Semi-Urban,Ride-sharing,34,Male,9,9,26,1,55171.12713823819
GIG343,3456.0,120,5.0,0.05356380827265609,Rural,Delivery,25,Female,12,9,31,0,27889.050562995883
GIG344,4329.6,123,4.53,0.227099743716318,Rural,Ride-sharing,48,Male,8,10,31,0,44324.486048678664
GIG345,4900.0,125,5.0,0.14341854501018153,Rural,Ride-sharing,39,Male,9,9,35,0,53216.64333556224
GIG346,5012.64,118,4.27,0.15686581377145814,Rural,Delivery,49,Male,11,10,38,0,49304.42246283376
GIG347,6659.900000000001,109,5.0,0.058242992480997915,Urban,Ride-sharing,56,Male,9,9,36,0,55936.64844073329
GIG348,5376.0,140,4.34,0.3109176289461007,Rural,Ride-sharing,58,Male,10,11,30,0,56873.70304043818
GIG349,4185.6,109,5.0,0.09914481777253882,Rural,Ride-sharing,29,Male,9,9,26,0,47697.00438617538
GIG350,6618.291205296194,117,4.67,0.03501095298267903,Urban,Freelancer,42,Male,9,10,30,0,66166.52045042245
GIG351,7223.580000000001,126,4.93,0.1425889458694022,Urban,Delivery,56,Male,9,12,34,0,50195.62365204574
GIG352,10201.1,133,4.86,0.04078721037902325,Urban,Ride-sharing,58,Male,8,12,33,0,77501.37571688162
GIG353,7959.041787052712,136,4.89,0.0896024245967702,Semi-Urban,Freelancer,26,Male,11,12,27,0,89821.32317163123
GIG354,4881.6,113,4.83,0.1296333924789645,Semi-Urban,Delivery,29,Female,8,12,19,0,50173.0238934415
GIG355,4118.400000000001,104,4.42,0.34619263572046244,Rural,Delivery,55,Male,12,11,28,0,46355.46305020223
GIG356,4218.5662570655,122,5.0,0.05273558370814589,Rural,Freelancer,29,Female,12,11,23,0,41386.95034170244
GIG357,3211.62120487429,122,4.26,0.2249445077936471,Rural,Freelancer,50,Female,11,12,40,1,60142.596113291904
GIG358,9230.790563458895,109,4.77,0.009058815169399808,Urban,Freelancer,29,Female,9,10,28,0,88092.27485416265
GIG359,6921.72,102,5.0,0.17990694931953186,Urban,Delivery,39,Female,11,10,29,0,50955.20782051593
GIG360,11114.235344305844,124,4.97,0.10293646394096727,Urban,Freelancer,48,Female,9,12,23,0,109975.84809946497
GIG361,5611.320000000001,109,4.74,0.23539465386536992,Urban,Delivery,53,Female,9,11,40,0,45060.07361841169
GIG362,4474.400000000001,119,5.0,0.044444793644735026,Rural,Ride-sharing,22,Male,10,12,26,0,45465.67731594693
GIG363,3960.0,110,4.36,0.11896686893156079,Rural,Delivery,49,Male,11,12,18,0,35364.90643655506
GIG364,8013.200000000001,134,4.7,0.17903936957762115,Urban,Ride-sharing,28,Male,9,10,27,0,62472.23376245479
GIG365,4680.0,130,5.0,0.09645573901094467,Rural,Delivery,51,Male,10,9,30,1,36684.66529446858
GIG366,8199.1,119,4.62,0.1478470840912295,Urban,Ride-sharing,42,Female,12,11,28,0,66112.59839481772
GIG367,3375.34423000226,113,4.42,0.3025769474140002,Rural,Freelancer,52,Female,9,11,27,0,45568.99944809574
GIG368,9111.96,132,4.74,0.05232677096040847,Urban,Delivery,26,Female,8,9,20,0,79473.22145470051
GIG369,6439.68,128,4.57,0.13554012258402814,Urban,Delivery,28,Female,12,12,37,0,49605.310209335024
GIG370,4664.0,106,4.64,0.10307018459471809,Semi-Urban,Ride-sharing,44,Female,9,12,35,0,47402.3869135891
GIG371,6650.28,116,5.0,0.1500968718125964,Urban,Delivery,33,Female,12,10,35,1,54174.29104141308
GIG372,6188.0,119,4.29,0.2601399530478229,Semi-Urban,Ride-sharing,58,Male,11,9,40,0,55128.6627265162
GIG373,5918.4446475399345,112,5.0,0.012569368178800212,Urban,Freelancer,48,Male,9,11,24,1,65838.77888674472
GIG374,5331.200000000001,119,4.67,0.23448548941308772,Rural,Ride-sharing,59,Male,9,11,37,0,53287.9600130537
GIG375,4400.0,110,4.66,0.09724118749957411,Semi-Urban,Ride-sharing,53,Female,9,12,31,0,30578.89641362408
GIG376,7429.5,127,4.72,0.1670349999926057,Urban,Ride-sharing,39,Female,10,11,35,0,59956.09106981509
GIG377,4527.900000000001,117,4.61,0.12103559189035384,Semi-Urban,Delivery,37,Male,8,10,32,0,29628.35750848745
GIG378,8075.34,119,5.0,0.10211380818310815,Urban,Delivery,58,Female,8,11,24,0,70878.44894187452
GIG379,4788.0,133,4.87,0.06293229260662102,Rural,Delivery,43,Female,11,9,46,0,59314.11828597874
GIG380,6169.8,113,4.71,0.2093253508650697,Urban,Ride-sharing,37,Male,11,10,33,0,63171.02620394793
GIG381,4113.660406825177,112,5.0,0.01865784983694396,Rural,Freelancer,20,Female,12,11,18,0,45030.92214632369
GIG382,3840.0,96,4.43,0.25828562563806934,Semi-Urban,Ride-sharing,32,Female,8,11,31,2,27112.75328401279
GIG383,3542.4,120,4.51,0.1524314072950582,Rural,Delivery,20,Male,8,12,20,0,19075.580864251133
GIG384,5692.5,115,4.9,0.05968587369242217,Semi-Urban,Delivery,56,Female,8,10,30,0,42666.01791197758
GIG385,5336.1,121,4.9,0.046791147705079576,Semi-Urban,Delivery,50,Male,8,9,23,0,48170.972809380386
GIG386,6763.900000000001,121,4.89,0.13921194031495973,Urban,Ride-sharing,46,Male,11,9,32,0,50554.67583410169
GIG387,7809.358514420022,126,4.77,0.16355253972142517,Urban,Freelancer,28,Male,12,11,33,0,84815.52231643179
GIG388,7593.3,118,4.53,0.20681010538979452,Urban,Delivery,21,Female,10,9,38,0,61667.94532039052
GIG389,6720.0,120,4.93,0.12324591477632324,Semi-Urban,Ride-sharing,42,Male,10,9,33,0,52737.69490846942
GIG390,7511.400000000001,107,5.0,0.07081236883826461,Urban,Ride-sharing,59,Male,9,9,29,0,56805.52518860972
GIG391,3776.0,118,4.54,0.052377897797616244,Rural,Ride-sharing,52,Male,12,9,22,0,40283.36044824241
GIG392,6160.0,110,4.92,0.02866217996795118,Semi-Urban,Ride-sharing,48,Female,8,9,36,0,42990.71783939666
GIG393,8450.0,125,4.97,0.05174712662026845,Urban,Ride-sharing,50,Male,12,12,26,0,63130.28808660739
GIG394,5148.0,117,4.94,0.13750504913132727,Semi-Urban,Ride-sharing,37,Male,11,11,27,1,47088.94952652836
GIG395,6286.5,127,5.0,0.10137766333466554,Semi-Urban,Delivery,31,Female,8,9,29,0,49079.169089844276
GIG396,5520.0,115,4.69,0.11065796727712336,Semi-Urban,Ride-sharing,52,Female,8,10,44,0,44871.50923065903
GIG397,8044.400000000001,119,4.52,0.2134567805178763,Urban,Ride-sharing,42,Female,10,9,22,0,63811.761417066744
GIG398,5265.0,117,4.64,0.06084341548458468,Semi-Urban,Delivery,39,Female,8,9,22,0,50072.01784286819
GIG399,11595.537673731242,127,4.94,0.09206433042205603,Urban,Freelancer,52,Male,10,10,35,1,122117.78147366544
GIG400,4068.0,113,4.84,0.11597924708875715,Rural,Ride-sharing,35,Female,12,12,44,0,40569.295345464016
GIG401,5678.393449944917,118,4.87,0.057501362531908365,Semi-Urban,Freelancer,52,Male,10,11,40,0,65198.26812057623
GIG402,5433.48,108,4.68,0.08834781449358647,Urban,Delivery,32,Male,10,10,31,0,42991.877740409975
GIG403,6249.6,124,4.8,0.09881565490893769,Semi-Urban,Delivery,50,Male,9,12,29,0,50039.68001001216
GIG404,4094.6400000000003,121,4.61,0.19376054375174853,Rural,Delivery,29,Female,11,10,34,0,33233.26754091435
GIG405,7096.7,103,4.51,0.1363691695467966,Urban,Ride-sharing,45,Female,10,11,36,0,55221.64504311217
GIG406,8257.901503297164,118,5.0,0.023026933242543252,Urban,Freelancer,50,Female,10,9,40,0,90472.67697027646
GIG407,8143.200000000001,108,4.61,0.15709500569178303,Urban,Ride-sharing,38,Female,9,10,33,0,64110.67705450816
GIG408,7227.100690786354,123,5.0,0.029930788303171314,Semi-Urban,Freelancer,52,Male,8,10,26,0,75371.4996730743
GIG409,7504.644838908419,111,3.85,0.45716831687574316,Urban,Freelancer,48,Female,8,12,30,1,78462.02522437493
GIG410,5076.0,141,4.69,0.09897607431731285,Rural,Ride-sharing,38,Male,12,9,33,0,56053.44419215298
GIG411,6074.64,118,4.61,0.07415295292473033,Urban,Delivery,45,Male,9,9,31,0,47296.607750867515
GIG412,7722.0,110,4.78,0.022057836546040266,Urban,Ride-sharing,23,Male,8,10,25,0,66255.18146176984
GIG413,4230.0,125,4.95,0.1319322331983671,Rural,Delivery,35,Male,8,11,24,0,37294.432487324346
GIG414,4191.84,142,4.98,0.04055823912180731,Rural,Delivery,28,Male,8,12,29,0,57035.54118176795
GIG415,7335.900000000001,114,4.72,0.15656508835891061,Urban,Delivery,32,Female,10,12,28,0,64121.67806293404
GIG416,8805.954978319542,106,4.54,0.06761323519201642,Urban,Freelancer,42,Female,8,12,35,0,86394.7570409036
GIG417,6645.6,142,4.65,0.14823024379556884,Urban,Delivery,26,Female,11,9,22,2,62957.29200939498
GIG418,6757.400000000001,113,4.59,0.1370293474027099,Urban,Ride-sharing,36,Male,9,11,36,0,52247.46221226949
GIG419,5846.400000000001,112,4.57,0.2115855930852349,Semi-Urban,Delivery,58,Male,12,9,34,0,50097.557531450475
GIG420,7258.680000000001,132,4.75,0.059269807514995165,Urban,Delivery,27,Male,9,10,22,0,62474.015845166236
GIG421,8076.51,117,4.8,0.09687849833476958,Urban,Delivery,39,Female,11,9,32,0,63851.625569266005
GIG422,4895.1,111,4.76,0.26190930837953025,Semi-Urban,Delivery,50,Male,12,9,30,0,32747.652840365303
GIG423,4569.6,112,4.74,0.13720029080906138,Rural,Ride-sharing,48,Female,10,12,34,0,54857.49040365017
GIG424,4716.0,131,4.53,0.12048235592225517,Rural,Ride-sharing,38,Male,11,12,29,1,49316.141727003655
GIG425,7987.200000000001,128,4.55,0.04843869510344567,Urban,Ride-sharing,39,Male,12,9,27,0,65469.85411145329
GIG426,4715.280000000001,111,4.79,0.059561793709833805,Rural,Delivery,52,Male,11,10,24,0,42175.6626054479
GIG427,4970.400000000001,109,4.42,0.11819219505690053,Rural,Ride-sharing,23,Female,8,12,36,1,43219.51560033079
GIG428,6978.400000000001,122,4.98,0.08969206656372439,Urban,Ride-sharing,45,Female,12,10,28,0,53559.85779676828
GIG429,9483.700814244168,114,4.43,0.09550223215366087,Urban,Freelancer,24,Male,10,10,23,0,89000.21345305546
GIG430,7203.6900000000005,131,4.9,0.026142156927824137,Urban,Delivery,50,Female,8,11,23,0,54275.46548919861
GIG431,6632.513178048795,121,5.0,0.04290053687299615,Urban,Freelancer,31,Male,12,9,33,0,67541.34814164336
GIG432,7869.420000000001,114,4.61,0.05883656559760602,Urban,Delivery,45,Male,10,10,40,0,59099.65321721391
GIG433,7771.14,123,4.82,0.06087953450342548,Urban,Delivery,45,Male,12,11,39,0,68404.48733106947
GIG434,10225.800000000001,138,4.79,0.18739633669078476,Urban,Ride-sharing,34,Female,10,10,38,0,90040.65043345893
